place_id,name,neighborhood,cluster_label,lat,lng,categories,price_level,rating,user_rating_count,ambience,veg_only,cat_list
p_0027,Vegan House Hub,Kothrud,Kothrud budget cafes,18.505355,73.807678,"dessert,pizza,street_food,vegan",3,4.58,50,live_music,1,"['dessert', 'pizza', 'street_food', 'vegan']"
p_0028,Bakery Bistro Spot,Kothrud,Kothrud budget cafes,18.505445,73.807884,"bakery,dessert,healthy,south_indian",3,4.34,50,"date,outdoor,cozy",0,"['bakery', 'dessert', 'healthy', 'south_indian']"
p_0029,Cafe House Pune,Kothrud,Kothrud budget cafes,18.50316,73.805422,"cafe,italian",3,4.62,50,"date,live_music",1,"['cafe', 'italian']"
p_0030,Mexican Oven Spot,Kothrud,Kothrud budget cafes,18.508141,73.811043,"dessert,mexican",2,4.15,50,"date,quiet",0,"['dessert', 'mexican']"
p_0031,Mexican Deli Pune,Kothrud,Kothrud budget cafes,18.508647,73.807981,"dessert,mexican",2,3.65,50,"quiet,study",0,"['dessert', 'mexican']"
p_0032,Bakery Oven,Kothrud,Kothrud budget cafes,18.509152,73.805955,"bakery,dessert",2,3.92,50,cozy,0,"['bakery', 'dessert']"
p_0033,Dessert Trattoria,Kothrud,Kothrud budget cafes,18.506117,73.810749,"dessert,mexican,pizza",3,4.95,50,"cozy,study,group",0,"['dessert', 'mexican', 'pizza']"
p_0034,Cafe Bistro & Co,Kothrud,Kothrud budget cafes,18.507534,73.808353,"cafe,dessert",2,4.01,50,"group,live_music",1,"['cafe', 'dessert']"
p_0035,South_Indian House,Kothrud,Kothrud budget cafes,18.50662,73.807543,"dessert,south_indian",1,3.82,50,"outdoor,group,study",0,"['dessert', 'south_indian']"
p_0036,North_Indian Bakery Hub,Kothrud,Kothrud budget cafes,18.507872,73.805775,north_indian,2,4.38,50,"study,outdoor",0,['north_indian']
p_0037,North_Indian Oven Spot,Kothrud,Kothrud budget cafes,18.508501,73.80902,"cafe,north_indian,vegan",1,4.41,50,"cozy,outdoor",0,"['cafe', 'north_indian', 'vegan']"
p_0038,Dessert Deli Spot,Kothrud,Kothrud budget cafes,18.505195,73.807014,dessert,2,4.67,50,live_music,0,['dessert']
p_0039,Pizza Bakery Pune,Kothrud,Kothrud budget cafes,18.508297,73.809038,"italian,pizza,veg_only",2,4.41,50,study,1,"['italian', 'pizza', 'veg_only']"
p_0040,Dessert Trattoria & Co,FC Road,FC Road student hangouts,18.51788,73.836185,"bakery,dessert,north_indian",2,3.95,50,date,0,"['bakery', 'dessert', 'north_indian']"
p_0041,Bar Oven Spot,FC Road,FC Road student hangouts,18.518488,73.842084,"bar,cafe,street_food",1,4.44,50,"date,outdoor,group",0,"['bar', 'cafe', 'street_food']"
p_0042,Asian House,FC Road,FC Road student hangouts,18.519978,73.840403,"asian,mexican",2,4.51,50,"live_music,group",0,"['asian', 'mexican']"
p_0043,Healthy Oven Pune,FC Road,FC Road student hangouts,18.520566,73.837008,"healthy,pizza",4,3.83,50,"cozy,date",1,"['healthy', 'pizza']"
p_0044,Mexican Bar,FC Road,FC Road student hangouts,18.522689,73.836621,"dessert,mexican,veg_only",3,4.03,50,"date,quiet",1,"['dessert', 'mexican', 'veg_only']"
p_0045,Bar Grill Pune,FC Road,FC Road student hangouts,18.518384,73.838289,"bakery,bar,veg_only",3,3.9,50,"outdoor,group",1,"['bakery', 'bar', 'veg_only']"
p_0046,Healthy Deli Pune,FC Road,FC Road student hangouts,18.517822,73.838166,"healthy,vegan",2,4.02,50,"group,outdoor",0,"['healthy', 'vegan']"
p_0047,Italian House Pune,FC Road,FC Road student hangouts,18.521036,73.84001,"asian,italian",2,4.65,50,cozy,0,"['asian', 'italian']"
p_0048,Dessert Deli Spot,FC Road,FC Road student hangouts,18.516304,73.83725,"dessert,vegan",2,4.23,50,"outdoor,live_music",0,"['dessert', 'vegan']"
p_0049,South_Indian Oven Pune,FC Road,FC Road student hangouts,18.520361,73.83975,"bar,south_indian",1,4.5,50,"outdoor,date",0,"['bar', 'south_indian']"
p_0050,Bar Kitchen Spot,FC Road,FC Road student hangouts,18.518674,73.839379,bar,2,4.59,50,"study,group,live_music",0,['bar']
p_0051,Mexican Corner,FC Road,FC Road student hangouts,18.51709,73.838638,"dessert,mexican",2,4.51,50,"outdoor,cozy",0,"['dessert', 'mexican']"
p_0052,Bar Corner Pune,FC Road,FC Road student hangouts,18.519437,73.842784,"bar,vegan",1,3.63,50,"cozy,outdoor",0,"['bar', 'vegan']"
p_0053,Mexican Trattoria Hub,FC Road,FC Road student hangouts,18.518384,73.839504,"dessert,healthy,mexican",2,4.49,50,"cozy,live_music",0,"['dessert', 'healthy', 'mexican']"
p_0054,Dessert House & Co,FC Road,FC Road student hangouts,18.520967,73.838146,"dessert,vegan",2,4.18,50,"study,date",1,"['dessert', 'vegan']"
p_0055,Italian Bistro Spot,Viman Nagar,Viman Nagar malls & cafes,18.569395,73.916955,italian,1,4.97,50,"live_music,date",0,['italian']
p_0056,Asian Bakery Spot,Viman Nagar,Viman Nagar malls & cafes,18.567234,73.913221,"asian,cafe",3,4.88,50,"study,cozy",0,"['asian', 'cafe']"
p_0057,Cafe Kitchen Spot,Viman Nagar,Viman Nagar malls & cafes,18.569651,73.916475,"cafe,vegan",3,3.48,50,"group,quiet",0,"['cafe', 'vegan']"
p_0058,Bakery Bar & Co,Viman Nagar,Viman Nagar malls & cafes,18.569061,73.913108,"bakery,cafe,south_indian,vegan",1,4.11,50,"study,quiet",0,"['bakery', 'cafe', 'south_indian', 'vegan']"
p_0059,North_Indian Deli Hub,Viman Nagar,Viman Nagar malls & cafes,18.564855,73.914174,"cafe,north_indian",1,4.38,50,"date,study,quiet",0,"['cafe', 'north_indian']"
p_0060,Vegan Trattoria Pune,Viman Nagar,Viman Nagar malls & cafes,18.567285,73.917032,"asian,vegan",2,4.44,50,"outdoor,group,date",0,"['asian', 'vegan']"
p_0061,Dessert Oven & Co,Viman Nagar,Viman Nagar malls & cafes,18.567822,73.912974,dessert,2,3.66,50,"cozy,live_music",0,['dessert']
p_0062,Cafe Bistro Hub,Viman Nagar,Viman Nagar malls & cafes,18.569772,73.915719,"cafe,south_indian",1,4.26,50,"date,study",1,"['cafe', 'south_indian']"
p_0063,Cafe Cucina Hub,Viman Nagar,Viman Nagar malls & cafes,18.570336,73.909561,"asian,cafe,street_food",1,3.8,50,"group,live_music,cozy",0,"['asian', 'cafe', 'street_food']"
p_0064,Healthy Grill Spot,Viman Nagar,Viman Nagar malls & cafes,18.568291,73.914357,"cafe,healthy",1,4.05,50,"date,live_music,quiet",0,"['cafe', 'healthy']"
p_0065,Asian Deli,Viman Nagar,Viman Nagar malls & cafes,18.56674,73.913671,"asian,bar",1,4.78,50,"group,live_music,cozy",0,"['asian', 'bar']"
p_0066,Bakery Bakery Hub,Viman Nagar,Viman Nagar malls & cafes,18.569538,73.915306,"bakery,cafe,dessert,veg_only",1,4.04,50,"date,group,outdoor",1,"['bakery', 'cafe', 'dessert', 'veg_only']"
p_0067,Asian Bakery Pune,Viman Nagar,Viman Nagar malls & cafes,18.569508,73.91467,"asian,bakery",1,4.47,50,"date,live_music",0,"['asian', 'bakery']"
p_0068,Pizza Bistro Spot,Baner,Baner upscale dining,18.566261,73.774188,"italian,pizza,veg_only",1,4.11,50,"date,group,cozy",1,"['italian', 'pizza', 'veg_only']"
p_0069,Italian Deli Hub,Baner,Baner upscale dining,18.562968,73.775271,"italian,south_indian",1,4.5,50,"study,quiet",0,"['italian', 'south_indian']"
p_0070,Pizza Cafe Pune,Baner,Baner upscale dining,18.564091,73.779703,"mexican,pizza",1,4.03,50,"outdoor,group",0,"['mexican', 'pizza']"
p_0071,Street_Food Bistro Hub,Baner,Baner upscale dining,18.563097,73.776989,"pizza,street_food",3,3.66,50,"outdoor,date",0,"['pizza', 'street_food']"
p_0072,Italian Cafe,Baner,Baner upscale dining,18.564534,73.775466,"italian,veg_only",1,4.32,50,"group,outdoor,study",1,"['italian', 'veg_only']"
p_0073,Italian Trattoria,Baner,Baner upscale dining,18.566133,73.77624,"bar,italian,mexican,pizza",3,3.75,50,"date,quiet",1,"['bar', 'italian', 'mexican', 'pizza']"
p_0074,Veg_Only Bistro Hub,Baner,Baner upscale dining,18.563248,73.778786,"healthy,italian,veg_only",3,4.38,50,"cozy,live_music,quiet",1,"['healthy', 'italian', 'veg_only']"
p_0075,Asian House,Baner,Baner upscale dining,18.560941,73.779334,"asian,street_food,veg_only",2,4.03,50,quiet,1,"['asian', 'street_food', 'veg_only']"
p_0076,Vegan Cucina & Co,Baner,Baner upscale dining,18.563176,73.777561,"italian,north_indian,vegan",2,4.53,50,group,0,"['italian', 'north_indian', 'vegan']"
p_0077,Bar Corner Spot,Baner,Baner upscale dining,18.563764,73.776888,"bar,pizza",3,4.01,50,"study,live_music,cozy",0,"['bar', 'pizza']"
p_0078,Italian Bakery Hub,Baner,Baner upscale dining,18.562672,73.777097,"italian,north_indian,pizza,street_food",1,3.8,50,"date,cozy",0,"['italian', 'north_indian', 'pizza', 'street_food']"
p_0079,Bar Trattoria Hub,Baner,Baner upscale dining,18.562575,73.779382,bar,1,4.38,50,"quiet,cozy,outdoor",0,['bar']
p_0080,Veg_Only Kitchen & Co,Baner,Baner upscale dining,18.564603,73.774666,"healthy,italian,pizza,veg_only",1,3.79,50,"cozy,outdoor",1,"['healthy', 'italian', 'pizza', 'veg_only']"
p_0081,North_Indian Corner Spot,Baner,Baner upscale dining,18.56223,73.778778,"cafe,italian,mexican,north_indian",3,4.18,50,"outdoor,live_music",1,"['cafe', 'italian', 'mexican', 'north_indian']"
p_0082,Pizza Bar,Baner,Baner upscale dining,18.566588,73.774922,"dessert,pizza",2,4.24,50,"date,group",0,"['dessert', 'pizza']"
p_0083,Bakery Bistro Spot,Baner,Baner upscale dining,18.564876,73.775979,"bakery,south_indian",2,4.43,50,"quiet,outdoor",1,"['bakery', 'south_indian']"
p_0084,Asian Deli Hub,Baner,Baner upscale dining,18.561465,73.773869,"asian,pizza,vegan",3,4.74,50,"outdoor,quiet",0,"['asian', 'pizza', 'vegan']"
p_0085,Bar Kitchen & Co,Hinjawadi,Hinjawadi office parks,18.59253,73.736951,bar,2,4.22,50,"date,outdoor",0,['bar']
p_0086,Dessert Bistro & Co,Hinjawadi,Hinjawadi office parks,18.588181,73.736858,"cafe,dessert",2,4.07,50,"cozy,live_music,study",0,"['cafe', 'dessert']"
p_0087,Bar Trattoria Hub,Hinjawadi,Hinjawadi office parks,18.594393,73.742794,"asian,bar",3,4.07,50,"date,quiet",1,"['asian', 'bar']"
p_0088,Healthy Cafe Spot,Hinjawadi,Hinjawadi office parks,18.590231,73.738504,"healthy,mexican",2,3.97,50,"outdoor,cozy,quiet",0,"['healthy', 'mexican']"
p_0089,Cafe Cucina Spot,Hinjawadi,Hinjawadi office parks,18.587869,73.738409,"cafe,north_indian",2,4.3,50,"study,cozy",1,"['cafe', 'north_indian']"
p_0090,Cafe House Pune,Hinjawadi,Hinjawadi office parks,18.59221,73.739105,"asian,cafe,veg_only",3,3.8,50,"study,date",1,"['asian', 'cafe', 'veg_only']"
p_0091,Bakery Bakery Hub,Hinjawadi,Hinjawadi office parks,18.589305,73.741033,"asian,bakery,south_indian",3,3.7,50,outdoor,0,"['asian', 'bakery', 'south_indian']"
p_0092,Cafe Bistro Hub,Hinjawadi,Hinjawadi office parks,18.593153,73.740256,cafe,3,4.15,50,cozy,0,['cafe']
p_0093,South_Indian House Pune,Hinjawadi,Hinjawadi office parks,18.588671,73.737882,"bar,south_indian",1,4.16,50,"live_music,study",1,"['bar', 'south_indian']"
p_0094,Cafe Bakery Hub,Hinjawadi,Hinjawadi office parks,18.591287,73.738126,"cafe,italian",2,3.72,50,"live_music,study",0,"['cafe', 'italian']"
p_0095,North_Indian Bar Spot,Hinjawadi,Hinjawadi office parks,18.591365,73.740237,"cafe,north_indian,south_indian",1,4.72,50,"study,outdoor,live_music",0,"['cafe', 'north_indian', 'south_indian']"
p_0096,South_Indian Bakery Pune,Hinjawadi,Hinjawadi office parks,18.593514,73.742348,"cafe,south_indian,vegan",4,3.95,50,date,0,"['cafe', 'south_indian', 'vegan']"
p_0097,Bakery Bakery,Hinjawadi,Hinjawadi office parks,18.591976,73.739348,"bakery,cafe,pizza",3,3.61,50,cozy,0,"['bakery', 'cafe', 'pizza']"
p_0098,Vegan Corner Hub,Hinjawadi,Hinjawadi office parks,18.591584,73.741259,"bakery,north_indian,vegan",1,4.06,50,quiet,0,"['bakery', 'north_indian', 'vegan']"
p_0099,Bar Trattoria Hub,Hinjawadi,Hinjawadi office parks,18.588545,73.73613,"bar,south_indian,vegan",1,4.06,50,"group,live_music,quiet",0,"['bar', 'south_indian', 'vegan']"
p_0100,Vegan Cafe Pune,Hinjawadi,Hinjawadi office parks,18.592121,73.738563,"south_indian,vegan",2,4.14,50,"quiet,cozy",0,"['south_indian', 'vegan']"
p_0101,Italian Trattoria Pune,Camp,MG Road & Camp classics,18.512298,73.882086,"asian,italian,street_food",2,4.76,50,"quiet,group",0,"['asian', 'italian', 'street_food']"
p_0102,Pizza Cafe Spot,Camp,MG Road & Camp classics,18.514302,73.879553,"bakery,north_indian,pizza,south_indian",1,3.64,50,"outdoor,group",0,"['bakery', 'north_indian', 'pizza', 'south_indian']"
p_0103,Cafe Bakery Spot,Camp,MG Road & Camp classics,18.513034,73.878097,"bar,cafe,healthy,pizza",1,4.61,50,live_music,0,"['bar', 'cafe', 'healthy', 'pizza']"
p_0104,Bakery Deli Pune,Camp,MG Road & Camp classics,18.516672,73.880171,"bakery,italian,mexican,north_indian",2,3.88,50,"study,group",0,"['bakery', 'italian', 'mexican', 'north_indian']"
p_0105,Italian Cafe & Co,Camp,MG Road & Camp classics,18.516423,73.880695,"italian,veg_only",2,3.72,50,"date,live_music,cozy",1,"['italian', 'veg_only']"
p_0106,Italian Grill Pune,Camp,MG Road & Camp classics,18.513978,73.87936,"italian,south_indian,street_food",1,4.26,50,"live_music,cozy",1,"['italian', 'south_indian', 'street_food']"
p_0107,Vegan House Hub,Camp,MG Road & Camp classics,18.515663,73.878451,"dessert,pizza,vegan",2,4.73,50,date,0,"['dessert', 'pizza', 'vegan']"
p_0108,Italian Bakery,Camp,MG Road & Camp classics,18.520924,73.878018,"italian,pizza",4,3.51,50,"quiet,outdoor",0,"['italian', 'pizza']"
p_0109,North_Indian Bar,Camp,MG Road & Camp classics,18.518623,73.878228,"bakery,mexican,north_indian",2,4.08,50,"date,group",1,"['bakery', 'mexican', 'north_indian']"
p_0110,Pizza House Hub,Camp,MG Road & Camp classics,18.518903,73.88111,"bar,pizza",3,4.16,50,"cozy,outdoor,group",0,"['bar', 'pizza']"
p_0111,Mexican Bistro,Camp,MG Road & Camp classics,18.519371,73.878577,"mexican,north_indian",3,4.34,50,"date,live_music",0,"['mexican', 'north_indian']"
p_0112,Dessert Cafe,Camp,MG Road & Camp classics,18.517254,73.881172,"cafe,dessert,pizza",4,3.96,50,"date,group,quiet",0,"['cafe', 'dessert', 'pizza']"
p_0113,South_Indian House Pune,Camp,MG Road & Camp classics,18.516191,73.880474,"asian,cafe,italian,south_indian",2,4.32,50,live_music,0,"['asian', 'cafe', 'italian', 'south_indian']"
p_0114,Pizza Cafe Hub,Camp,MG Road & Camp classics,18.518199,73.881289,"north_indian,pizza",2,3.37,50,"date,live_music",0,"['north_indian', 'pizza']"
p_0115,Cafe Trattoria Spot,Camp,MG Road & Camp classics,18.516907,73.881026,"bar,cafe",2,4.44,50,"outdoor,cozy",0,"['bar', 'cafe']"
p_0116,Dessert Deli Pune,Camp,MG Road & Camp classics,18.51349,73.88079,"dessert,italian,north_indian",2,4.42,50,"cozy,study",0,"['dessert', 'italian', 'north_indian']"
p_0117,Cafe Cafe Spot,Camp,MG Road & Camp classics,18.517774,73.876301,"bar,cafe",1,4.43,50,"study,date",0,"['bar', 'cafe']"
p_0118,Dessert Cafe Hub,Camp,MG Road & Camp classics,18.515416,73.880154,"bakery,dessert",3,3.86,50,quiet,0,"['bakery', 'dessert']"
p_0119,North_Indian Corner Hub,Camp,MG Road & Camp classics,18.516876,73.880431,"italian,north_indian",2,4.13,50,"cozy,outdoor",1,"['italian', 'north_indian']"
p_0120,South_Indian Kitchen Spot,Katraj,Katraj student budget,18.459456,73.867143,"bakery,south_indian,vegan",3,4.57,50,"outdoor,date,cozy",1,"['bakery', 'south_indian', 'vegan']"
p_0121,Dessert Grill Spot,Katraj,Katraj student budget,18.456271,73.86467,"asian,dessert,vegan",2,4.66,50,"cozy,group",0,"['asian', 'dessert', 'vegan']"
p_0122,Dessert Trattoria,Katraj,Katraj student budget,18.45644,73.86384,"dessert,italian",1,4.22,50,quiet,1,"['dessert', 'italian']"
p_0123,South_Indian House Pune,Katraj,Katraj student budget,18.455497,73.862022,"cafe,italian,south_indian,vegan",1,3.87,50,date,0,"['cafe', 'italian', 'south_indian', 'vegan']"
p_0124,South_Indian Corner Spot,Katraj,Katraj student budget,18.457332,73.868117,"healthy,mexican,south_indian",4,3.92,50,"quiet,outdoor",0,"['healthy', 'mexican', 'south_indian']"
p_0125,Italian Deli Spot,Katraj,Katraj student budget,18.455915,73.86584,"asian,dessert,italian",2,3.89,50,cozy,0,"['asian', 'dessert', 'italian']"
p_0126,Vegan Trattoria Hub,Katraj,Katraj student budget,18.459699,73.864594,"cafe,south_indian,street_food,vegan",2,4.27,50,"outdoor,date,cozy",0,"['cafe', 'south_indian', 'street_food', 'vegan']"
p_0127,Dessert Trattoria & Co,Katraj,Katraj student budget,18.455305,73.864992,"dessert,mexican,veg_only",3,4.13,50,"study,live_music",1,"['dessert', 'mexican', 'veg_only']"
p_0128,Street_Food Trattoria Pune,Katraj,Katraj student budget,18.456302,73.866816,"pizza,street_food",1,4.76,50,group,0,"['pizza', 'street_food']"
p_0129,Street_Food Corner & Co,Katraj,Katraj student budget,18.460267,73.864764,"dessert,street_food",1,4.13,50,"study,live_music,quiet",1,"['dessert', 'street_food']"
p_0130,Healthy Deli & Co,Katraj,Katraj student budget,18.459739,73.867,healthy,1,4.1,50,"study,quiet",0,['healthy']
p_0131,Street_Food Bar & Co,Katraj,Katraj student budget,18.457122,73.865743,street_food,1,4.44,50,"date,group",0,['street_food']
p_0132,South_Indian Grill Hub,Katraj,Katraj student budget,18.461736,73.86577,"italian,north_indian,south_indian",1,4.82,50,"quiet,study",0,"['italian', 'north_indian', 'south_indian']"
p_0133,Bakery Cucina Pune,Katraj,Katraj student budget,18.457198,73.861677,bakery,1,4.13,50,group,0,['bakery']
p_0134,Dessert Oven Hub,Katraj,Katraj student budget,18.456242,73.863398,"cafe,dessert,pizza",2,4.56,50,"quiet,date,cozy",0,"['cafe', 'dessert', 'pizza']"
p_0135,Veg_Only Kitchen,Katraj,Katraj student budget,18.457587,73.864654,"bakery,dessert,pizza,veg_only",4,4.43,50,"quiet,group,live_music",1,"['bakery', 'dessert', 'pizza', 'veg_only']"
p_0136,South_Indian Grill Pune,Katraj,Katraj student budget,18.454981,73.866526,"dessert,north_indian,south_indian",2,4.61,50,group,0,"['dessert', 'north_indian', 'south_indian']"
p_0137,South_Indian Cucina Hub,Katraj,Katraj student budget,18.457101,73.863453,"cafe,south_indian,street_food",2,3.92,50,"quiet,cozy,outdoor",1,"['cafe', 'south_indian', 'street_food']"
p_0138,Italian Bistro & Co,Katraj,Katraj student budget,18.458505,73.866003,"italian,street_food",2,4.59,50,"date,outdoor,live_music",0,"['italian', 'street_food']"
p_0139,Healthy Grill & Co,Katraj,Katraj student budget,18.453544,73.862562,"cafe,healthy",1,3.87,50,"group,live_music,quiet",0,"['cafe', 'healthy']"
